id;;det;;word;;definition;;rank
n-spa-1108;;el;;capitán;;captain, chief;;2370
n-spa-1109;;la;;droga;;drug;;2371
n-spa-1110;;el;;taller;;studio, garage, worskshop;;2373
n-spa-1111;;el;;desorden;;disturbance, disorder;;2374
n-spa-1112;;el;;esclavo;;slave;;2377
n-spa-1113;;el;;manejo;;handling, management;;2385
n-spa-1114;;la;;lágrima;;tear, teardrop;;2386
n-spa-1115;;la;;colaboración;;collaboration;;2387
n-spa-1116;;el;;ángulo;;angle;;2389
n-spa-1117;;el;;impacto;;impact;;2390
n-spa-1118;;la;;urgencia;;urgency;;2391
n-spa-1119;;el;;creador;;inventor, creator;;2393
n-spa-1120;;la;;luna;;moon;;2394
n-spa-1121;;la;;instalación;;installation, facilities;;2395
n-spa-1122;;el;;homenaje;;homage, tribute;;2396
n-spa-1123;;la;;ruina;;ruin, collapse;;2397
n-spa-1124;;el;;azar;;random, chance, hazard;;2400
n-spa-1125;;la;;ola;;wave, billow;;2406
n-spa-1126;;la;;oreja;;ear;;2407
n-spa-1127;;la;;abuela;;grandmother;;2408
n-spa-1128;;la;;doña;;female courtesy title;;2410
n-spa-1129;;el;;arco;;arch, arc, bow;;2412
n-spa-1130;;el;;oriente;;East;;2413
n-spa-1131;;el;;rumbo;;direction, course, bearing;;2414
n-spa-1132;;la;;ejecución;;performance, execution;;2415
n-spa-1133;;el;;caos;;chaos;;2419
n-spa-1134;;la;;colonia;;colony, cologne;;2420
n-spa-1135;;el;;alcohol;;alcohol . . . the chemical compound;;2421
n-spa-1136;;la;;alcohol;;alchol . . . the beverage;;2421
n-spa-1137;;la;;nieve;;snow;;2423
n-spa-1138;;la;;multitud;;multitude;;2424
n-spa-1139;;el;;ganado;;livestock, cattle;;2425
n-spa-1140;;el;;pez;;living fish;;2426
n-spa-1141;;el;;o la líder;;leader;;2427
n-spa-1142;;el;;club;;club, group;;2429
n-spa-1143;;el;;desierto;;desert;;2431
n-spa-1144;;la;;escritura;;writing, scripture;;2432
n-spa-1145;;la;;danza;;dance;;2434
n-spa-1146;;el;;concierto;;concert, concerto;;2435
n-spa-1147;;el;;partidario;;supporter, partisan;;2436
n-spa-1148;;el;;templo;;temple, church;;2437
n-spa-1149;;el;;líquido;;liquid;;2438
n-spa-1150;;la;;debilidad;;weakness;;2439
n-spa-1151;;la;;ambición;;ambition;;2440
n-spa-1152;;la;;locura;;madness, insanity;;2441
n-spa-1153;;el;;o la comerciante;;merchant, businessman;;2442
n-spa-1154;;la;;camisa;;shirt;;2443
n-spa-1155;;la;;pluma;;pen, feather;;2444
n-spa-1156;;la;;pelota;;ball;;2445
n-spa-1157;;el;;pasaje;;fare, passage, lane;;2446
n-spa-1158;;la;;limpieza;;cleanliness, purity;;2447
n-spa-1159;;la;;admiración;;admiration;;2448
n-spa-1160;;la;;fantasma;;ghost, phantom;;2449
n-spa-1161;;la;;transformación;;transformation;;2450
n-spa-1162;;la;;caza;;hunt, hunting, game;;2451
n-spa-1163;;el;;almacén;;warehouse, storehouse;;2455
n-spa-1164;;la;;expectativa;;expectation, hope, prospect;;2456
n-spa-1165;;la;;ruptura;;break-up, rupture;;2457
n-spa-1166;;la;;inversión;;investment, outlay;;2458
n-spa-1167;;la;;herida;;wound, injury;;2460
n-spa-1168;;la;;hipótesis;;hypothesis;;2461
n-spa-1169;;el;;giro;;turn, draft, expression;;2465
n-spa-1170;;el;;esquema;;outline, diagram, plan;;2466
n-spa-1171;;el;;mito;;myth;;2467
n-spa-1172;;la;;oscuridad;;darkness;;2468
n-spa-1173;;la;;pensión;;boarding house;;2469
n-spa-1174;;la;;desaparición;;disappearance;;2470
n-spa-1175;;el;;bloque;;block;;2480
n-spa-1176;;el;;cierre;;zipper, closing;;2481
n-spa-1177;;la;;broma;;joke;;2482
n-spa-1178;;el;;viernes;;Friday;;2483
n-spa-1179;;la;;tumba;;tomb, grave;;2485
n-spa-1180;;el;;despacho;;ofﬁce, study;;2487
n-spa-1181;;la;;viuda;;widow;;2488
n-spa-1182;;los;;pantalones;;pants;;2489
n-spa-1183;;el;;intercambio;;exchange, interchange;;2490
n-spa-1184;;la;;mancha;;stain, spot;;2491
n-spa-1185;;el;;retrato;;portrait, photograph;;2492
n-spa-1186;;la;;lata;;aluminum can;;2493
n-spa-1187;;el;;combate;;boxing match, combat;;2494
n-spa-1188;;la;;instancia;;instance;;2495
n-spa-1189;;la;;roca;;rock;;2497
n-spa-1190;;la;;herramienta;;tool;;2498
n-spa-1191;;el;;panorama;;panorama, landscape;;2500
n-spa-1192;;el;;camión;;truck, van, tanker;;2503
n-spa-1193;;el;;olvido;;forgetfulness, omission;;2504
n-spa-1194;;la;;estrategia;;strategy;;2505
n-spa-1195;;la;;muchacha;;girl;;2506
n-spa-1196;;la;;propaganda;;advertising, propaganda;;2508
n-spa-1197;;la;;misa;;religious mass;;2510
n-spa-1198;;el;;inicio;;beginning, start;;2512
n-spa-1199;;el;;fútbol;;soccer;;2513
n-spa-1200;;la;;esfera;;sphere;;2514
n-spa-1201;;la;;arquitectura;;architecture;;2516
n-spa-1202;;la;;especialidad;;specialty, specialized ﬁeld;;2517
n-spa-1203;;el;;músico;;musician;;2518
n-spa-1204;;el;;eje;;shaft, axle; axis;;2521
n-spa-1205;;el;;abandono;;abandonment, desertion;;2524
n-spa-1206;;el;;museo;;museum;;2525
n-spa-1207;;el;;propietario;;owner;;2526
n-spa-1208;;el;;trozo;;piece, chunk;;2527
n-spa-1209;;la;;armonía;;harmony;;2529
n-spa-1210;;el;;pacto;;pact, agreement;;2530
n-spa-1211;;la;;selección;;selection, choice;;2533
n-spa-1212;;la;;protagonista;;protagonist, main character;;2536
n-spa-1213;;el;;ferrocarril;;railway;;2537
n-spa-1214;;la;;intimidad;;private life, intimacy;;2540
n-spa-1215;;la;;nave;;spacecraft, ship;;2542
n-spa-1216;;la;;oración;;prayer;;2543
n-spa-1217;;el;;cansancio;;tiredness, weariness;;2544
n-spa-1218;;el;;tejido;;fabric, tissue;;2547
n-spa-1219;;la;;trampa;;trap;;2548
n-spa-1220;;la;;descripción;;description;;2550
n-spa-1221;;el;;pecado;;sin;;2551
n-spa-1222;;la;;injusticia;;injustice;;2554
n-spa-1223;;el;;adiós;;goodbye;;2557
n-spa-1224;;el;;tabaco;;tobacco, cigarette, cigar;;2560
n-spa-1225;;el;;suceso;;event, incident;;2563
n-spa-1226;;el;;antecedente;;antecedent;;2567
n-spa-1227;;la;;barrera;;barrier, obstacle;;2568
n-spa-1228;;el;;tribunal;;court;;2571
n-spa-1229;;la;;invasión;;invasion;;2573
n-spa-1230;;el;;septiembre;;September;;2574
n-spa-1231;;la;;dependencia;;dependence, dependency;;2575
n-spa-1232;;la;;democracia;;democracy;;2576
n-spa-1233;;la;;limitación;;limitation;;2581
n-spa-1234;;el;;invitado;;guest;;2583
n-spa-1235;;el;;pescado;;ﬁsh;;2584
n-spa-1236;;el;;obstáculo;;obstacle;;2588
n-spa-1237;;la;;aspiración;;ambition, aspiration;;2589
n-spa-1238;;el;;corredor;;corridor;;2591
n-spa-1239;;el;;o la corredor(a);;runner, broker;;2591
n-spa-1240;;el;;resumen;;summary;;2593
n-spa-1241;;la;;basura;;garbage, rubbish;;2594
n-spa-1242;;la;;escalera;;stairs, ladder;;2595
n-spa-1243;;la;;gravedad;;seriousness, gravity;;2596
n-spa-1244;;el;;fundamento;;foundation, ground;;2597
n-spa-1245;;la;;sustancia;;substance, essence;;2598
n-spa-1246;;la;;derrota;;defeat, loss;;2601
n-spa-1247;;la;;sospecha;;suspicion;;2602
n-spa-1248;;la;;huelga;;strike, protest;;2604
n-spa-1249;;el;;abuso;;abuse, misuse;;2605
n-spa-1250;;el;;jueves;;Thursday;;2606
n-spa-1251;;el;;arreglo;;arrangement;;2607
n-spa-1252;;la;;sal;;salt;;2608
n-spa-1253;;la;;dosis;;dose;;2609
n-spa-1254;;el;;acento;;accent, stress;;2610
n-spa-1255;;el;;aviso;;warning;;2611
n-spa-1256;;el;;lazo;;bow, knot, tie, lasso;;2612
n-spa-1257;;el;;entorno;;environment, surroundings;;2614
n-spa-1258;;el;;nieto;;grandchild;;2615
n-spa-1259;;el;;príncipe;;prince;;2616
n-spa-1260;;la;;mediodía;;noon, midday;;2618
n-spa-1261;;la;;gota;;drop;;2619
n-spa-1262;;el;;cajón;;drawer;;2620
n-spa-1263;;la;;señorita;;young woman;;2622
n-spa-1264;;la;;preferencia;;preference;;2623
n-spa-1265;;el;;pozo;;well, shaft;;2625
n-spa-1266;;el;;rumor;;rumor, murmur;;2626
n-spa-1267;;el;;concurso;;competition, gathering;;2628
n-spa-1268;;el;;tesoro;;treasure, thesaurus;;2629
n-spa-1269;;el;;presupuesto;;budget;;2630
n-spa-1270;;la;;vigilancia;;surveillance, vigilance;;2632
n-spa-1271;;la;;presa;;dam, female prisoner;;2635
n-spa-1272;;el;;estómago;;stomach;;2636
n-spa-1273;;la;;bola;;ball, sphere;;2639
n-spa-1274;;la;;determinación;;determination;;2640
n-spa-1275;;la;;reforma;;reform, improvement;;2641
n-spa-1276;;el;;verso;;verse, poem;;2643
n-spa-1277;;el;;requisito;;prerequisite, requirement;;2644
n-spa-1278;;el;;o la adolescente;;adolescent;;2645
n-spa-1279;;el;;kilo;;kilogram;;2648
n-spa-1280;;la;;conquista;;conquest;;2650
n-spa-1281;;el;;ﬁlósofo;;philosopher;;2653
n-spa-1282;;el;;genio;;genius, disposition;;2654
n-spa-1283;;la;;sucesión;;succession, series;;2655
n-spa-1284;;el;;componente;;component, ingredient;;2656
n-spa-1285;;el;;sufrimiento;;suffering;;2658
n-spa-1286;;la;;entidad;;entity;;2660
n-spa-1287;;el;;saludo;;greeting;;2661
n-spa-1288;;la;;certeza;;certainty;;2663
n-spa-1289;;el;;depósito;;deposit, sediment;;2664
n-spa-1290;;el;;pasillo;;hall, corridor;;2666
n-spa-1291;;la;;solidaridad;;solidarity, togetherness;;2668
n-spa-1292;;el;;papa;;Pope;;2669
n-spa-1293;;la;;papa;;potato;;2669
n-spa-1294;;la;;geografía;;geography;;2670
n-spa-1295;;el;;juguete;;toy;;2672
n-spa-1296;;el;;chiste;;joke, funny story;;2674
n-spa-1297;;el;;aprendizaje;;learning, apprenticeship;;2675
n-spa-1298;;el;;esposo;;husband, spouse;;2676
n-spa-1299;;la;;boda;;marriage, wedding;;2677
n-spa-1300;;el;;fresco;;freshness, coolness;;2679
n-spa-1301;;el;;lago;;lake;;2680
n-spa-1302;;la;;orientación;;orientation, direction;;2683
n-spa-1303;;la;;madurez;;maturity, ripeness;;2684
n-spa-1304;;la;;demostración;;demonstration;;2687
n-spa-1305;;el;;cumplimiento;;fulﬁllment, compliment;;2691
n-spa-1306;;el;;respaldo;;support, backing, back;;2692
n-spa-1307;;el;;incendio;;ﬁre, conﬂagration;;2695
n-spa-1308;;la;;joya;;jewel, treasure;;2698
n-spa-1309;;el;;cementerio;;cemetery, graveyard;;2700
n-spa-1310;;la;;publicación;;publication;;2702
n-spa-1311;;la;;variación;;variation;;2703
n-spa-1312;;la;;promoción;;promotion;;2706
n-spa-1313;;la;;sentencia;;legal sentence, judgment;;2709
n-spa-1314;;la;;resolución;;resolution;;2711
n-spa-1315;;la;;coincidencia;;coincidence;;2713
n-spa-1316;;el;;estímulo;;stimulus, encouragement;;2714
n-spa-1317;;la;;barra;;bar, rod, rail;;2721
n-spa-1318;;la;;novia;;girlfriend, bride;;2726
n-spa-1319;;el;;piano;;piano;;2727
n-spa-1320;;la;;pretensión;;pretension, claim;;2728
n-spa-1321;;la;;habla;;speech, talking;;2729
n-spa-1322;;el;;novio;;boyfriend, groom;;2730
n-spa-1323;;el;;espectador;;spectator, onlooker;;2732
n-spa-1324;;la;;bota;;boot, wineskin;;2735
n-spa-1325;;el;;pretexto;;pretext, excuse;;2737
n-spa-1326;;la;;ﬁebre;;fever, excitement;;2739
n-spa-1327;;la;;síntesis;;synthesis;;2742
n-spa-1328;;el;;este;;East;;2743
n-spa-1329;;el;;nervio;;nerve;;2744
n-spa-1330;;el;;cientíﬁco;;scientist;;2745
n-spa-1331;;el;;grano;;grain, kernel;;2748
n-spa-1332;;la;;asistencia;;attendance, assistance;;2751
n-spa-1333;;la;;sonrisa;;smile;;2754
n-spa-1334;;el;;o la león(a);;lion;;2756
n-spa-1335;;la;;aceptación;;acceptance, approval;;2758
n-spa-1336;;el;;labio;;lip;;2759
n-spa-1337;;el;;o la visitante;;visitor;;2760
n-spa-1338;;el;;traslado;;transfer;;2763
n-spa-1339;;la;;tentación;;temptation;;2765
n-spa-1340;;el;;porvenir;;future;;2766
n-spa-1341;;la;;atracción;;attraction;;2768
n-spa-1342;;la;;corona;;crown;;2772
n-spa-1343;;la;;docena;;dozen;;2774
n-spa-1344;;la;;perfección;;perfection;;2776
n-spa-1345;;la;;humedad;;humidity;;2777
n-spa-1346;;la;;cosecha;;harvest, crop;;2778
n-spa-1347;;la;;desesperación;;desperation, exasperation;;2780
n-spa-1348;;la;;curva;;curve;;2781
n-spa-1349;;el;;amo, la ama;;master or mistress, owner, animal keeper;;2787
n-spa-1350;;el;;humo;;smoke;;2789
n-spa-1351;;la;;realización;;fulﬁllment, realization;;2790
n-spa-1352;;el;;cuartel;;quarters, barracks;;2791
n-spa-1353;;el;;tránsito;;trafﬁc, transit;;2792
n-spa-1354;;el;;énfasis;;emphasis;;2794
n-spa-1355;;el;;empresario;;manager, entrepreneur;;2796
n-spa-1356;;el;;saco;;sack, bag, plunder;;2798
n-spa-1357;;la;;cruz;;cross, burden;;2800
n-spa-1358;;la;;pausa;;pause;;2802
n-spa-1359;;el;;vicio;;vice, bad habit, defect;;2805
n-spa-1360;;el;;impuesto;;tax;;2806
n-spa-1361;;el;;arquitecto;;architect;;2808
n-spa-1362;;el;;cruce;;crossing, intersection;;2809
n-spa-1363;;la;;convivencia;;coexistence, living together;;2811
n-spa-1364;;el;;cable;;cable;;2812
n-spa-1365;;la;;bondad;;goodness, kindness;;2814
n-spa-1366;;el;;experimento;;experiment;;2815
n-spa-1367;;la;;crónica;;account, chronicle;;2817
n-spa-1368;;la;;dictadura;;dictatorship;;2824
n-spa-1369;;la;;eﬁcacia;;efﬁciency, effectiveness;;2825
n-spa-1370;;el;;vapor;;steam, vapor;;2827
n-spa-1371;;la;;bebida;;drink, beverage;;2828
n-spa-1372;;la;;charla;;talk, chat;;2830
n-spa-1373;;la;;gestión;;management, step, negotiation;;2831
n-spa-1374;;la;;cartera;;wallet, satchel;;2834
n-spa-1375;;la;;circulación;;circulation, trafﬁc;;2837
n-spa-1376;;la;;denuncia;;accusation;;2838
n-spa-1377;;la;;tormenta;;storm;;2841
n-spa-1378;;el;;foco;;focus;;2843
n-spa-1379;;la;;residencia;;residence;;2844
n-spa-1380;;el;;cuero;;leather, skin;;2848
n-spa-1381;;la;;hierba;;herb, grass, weed;;2850
n-spa-1382;;la;;manzana;;apple, city block;;2853
n-spa-1383;;el;;pedazo;;piece, bit;;2855
n-spa-1384;;la;;sabiduría;;wisdom, knowledge;;2856
n-spa-1385;;el;;cigarrillo;;cigarette;;2858
n-spa-1386;;la;;magnitud;;magnitude, extent;;2863
n-spa-1387;;el;;botón;;button;;2865
n-spa-1388;;la;;igualdad;;equality;;2867
n-spa-1389;;la;;noción;;notion, idea;;2871
n-spa-1390;;la;;semilla;;seed;;2875
n-spa-1391;;la;;avenida;;avenue;;2876
n-spa-1392;;el;;diablo;;devil;;2878
n-spa-1393;;el;;hueco;;hole, cavity;;2880
n-spa-1394;;el;;o la colaborador(a);;collaborator;;2881
n-spa-1395;;el;;capricho;;caprice, whim;;2882
n-spa-1396;;la;;guitarra;;guitar;;2885
n-spa-1397;;la;;agencia;;agency, branch;;2886
n-spa-1398;;la;;rabia;;rage;;2887
n-spa-1399;;el;;monumento;;monument;;2889
n-spa-1400;;la;;correspondencia;;correspondence;;2893
n-spa-1401;;el;;barro;;clay, mud;;2894
n-spa-1402;;la;;fuga;;ﬂight, escape;;2895
n-spa-1403;;la;;identiﬁcación;;identiﬁcation;;2897
n-spa-1404;;el;;contexto;;context;;2898
n-spa-1405;;el;;sombrero;;hat, sombrero;;2899
n-spa-1406;;el;;o la ayudante;;helper, assistant;;2901
n-spa-1407;;la;;maniobra;;maneuver, operation;;2903
n-spa-1408;;el;;prejuicio;;prejudice;;2906
n-spa-1409;;la;;recomendación;;recommendation;;2908
n-spa-1410;;el;;instinto;;instinct;;2914
n-spa-1411;;la;;precaución;;caution, forethought;;2918
n-spa-1412;;el;;robo;;theft, robbery;;2919
n-spa-1413;;el;;cabello;;hair;;2920
n-spa-1414;;la;;utilidad;;usefulness, utility;;2921
n-spa-1415;;la;;queja;;complaint;;2922
n-spa-1416;;el;;celo;;jealousy, zeal;;2924
n-spa-1417;;la;;publicidad;;advertising, publicity;;2925
n-spa-1418;;la;;índole;;nature, temperament;;2927
n-spa-1419;;el;;choque;;crash, collision;;2930
n-spa-1420;;la;;tecnología;;technology;;2931
n-spa-1421;;el;;tubo;;tube, pipe;;2932
n-spa-1422;;la;;mercancía;;goods, merchandise;;2935
n-spa-1423;;el;;tronco;;trunk, torso;;2936
n-spa-1424;;el;;culto;;worship, cult;;2937
n-spa-1425;;la;;palma;;palm tree, palm;;2938
n-spa-1426;;la;;prenda;;piece of clothing;;2939
n-spa-1427;;el;;coro;;choir, chorus;;2940
n-spa-1428;;el;;túnel;;tunnel;;2942
n-spa-1429;;la;;cercanía;;nearness, proximity;;2943
n-spa-1430;;el;;cuchillo;;knife;;2945
n-spa-1431;;el;;desprecio;;contempt, disdain;;2946
n-spa-1432;;el;;plástico;;plastic;;2947
n-spa-1433;;el;;complejo;;complex;;2948
n-spa-1434;;la;;naranja;;orange . . . fruit;;2950
n-spa-1435;;la;;cuota;;quota, share, dues;;2955
n-spa-1436;;la;;mosca;;housefly;;2956
n-spa-1437;;la;;doctrina;;doctrine, teachings;;2959
n-spa-1438;;la;;laguna;;lagoon;;2961
n-spa-1439;;la;;distinción;;distinction;;2962
n-spa-1440;;la;;tribu;;tribe;;2963
n-spa-1441;;el;;refugio;;shelter, refuge;;2964
n-spa-1442;;la;;cena;;dinner;;2971
n-spa-1443;;la;;incertidumbre;;uncertainty;;2972
n-spa-1444;;el;;ahorro;;saving, thrift;;2977
n-spa-1445;;la;;prisión;;prison, imprisonment;;2980
n-spa-1446;;el;;o la investigador;;researcher, investigator;;2981
n-spa-1447;;el;;técnico;;technician;;2982
n-spa-1448;;el;;paraíso;;paradise;;2983
n-spa-1449;;el;;postre;;dessert;;2985
n-spa-1450;;la;;alimentación;;feeding, food;;2989
n-spa-1451;;la;;miel;;honey;;2990
n-spa-1452;;el;;desafío;;challenge, provocation;;2992
n-spa-1453;;el;;aeropuerto;;airport;;2993
n-spa-1454;;el;;abrigo;;overcoat, shelter;;2996
n-spa-1455;;el;;sello;;stamp, seal;;2999
n-spa-1456;;la;;campana;;bell;;3000
n-spa-1457;;el;;incidente;;incident;;3003
n-spa-1458;;el;;fragmento;;fragment, passage;;3004
n-spa-1459;;la;;mina;;mine;;3013
n-spa-1460;;el;;restaurante;;restaurant;;3014
n-spa-1461;;el;;porcentaje;;percentage;;3015
n-spa-1462;;el;;o la conductor;;driver, conductor;;3016
n-spa-1463;;la;;magia;;magic;;3019
n-spa-1464;;el;;comedor;;dining room;;3021
n-spa-1465;;la;;seriedad;;seriousness;;3022
n-spa-1466;;la;;gallina;;hen, coward;;3023
n-spa-1467;;la;;espada;;sword;;3024
n-spa-1468;;la;;excelencia;;excellence;;3026
n-spa-1469;;el;;músculo;;muscle;;3029
n-spa-1470;;la;;persecución;;pursuit, persecution;;3031
n-spa-1471;;el;;imperio;;empire, fortune;;3032
n-spa-1472;;el;;casco;;helmet;;3033
n-spa-1473;;la;;pelea;;ﬁght, quarrel;;3034
n-spa-1474;;el;;retorno;;return;;3035
n-spa-1475;;la;;vera;;edge;;3038
n-spa-1476;;el;;latín;;Latin;;3040
n-spa-1477;;la;;rutina;;routine;;3042
n-spa-1478;;la;;mejora;;improvement;;3044
n-spa-1479;;el;;domicilio;;residence, address;;3045
n-spa-1480;;la;;porquería;;ﬁlth, junk;;3046
n-spa-1481;;el;;susto;;fright, scare;;3048
n-spa-1482;;el;;amanecer;;daybreak, dawn;;3051
n-spa-1483;;la;;célula;;cell in biology;;3052
n-spa-1484;;el;;crítico;;critic;;3054
n-spa-1485;;la;;inspiración;;inspiration, inhalation;;3055
n-spa-1486;;el;;ladrillo;;brick;;3056
n-spa-1487;;la;;proyección;;projection, screening;;3057
n-spa-1488;;la;;lana;;wool;;3060
n-spa-1489;;el;;inﬁerno;;hell, inferno;;3062
n-spa-1490;;el;;acero;;steel;;3064
n-spa-1491;;el;;preso;;prisoner;;3069
n-spa-1492;;el;;billete;;dollar bill;;3070
n-spa-1493;;la;;tontería;;stupidity, stupid thing;;3074
n-spa-1494;;el;;cauce;;river bed, ditch;;3075
n-spa-1495;;la;;ignorancia;;ignorance;;3076
n-spa-1496;;el;;encanto;;charm, spell;;3078
n-spa-1497;;la;;sed;;thirst;;3080
n-spa-1498;;el;;escudo;;shield, coat of arms;;3081
n-spa-1499;;la;;muñeca;;doll, wrist;;3082
n-spa-1500;;el;;rango;;rank, range;;3085
n-spa-1501;;el;;invento;;invention;;3086
n-spa-1502;;el;;recinto;;grounds, precincts;;3088
n-spa-1503;;la;;tinta;;ink;;3089
n-spa-1504;;la;;garganta;;throat, gorge;;3090
n-spa-1505;;el;;viajero;;traveler, passenger;;3091
n-spa-1506;;el;;asesino;;killer, assassin;;3092
n-spa-1507;;el;;rito;;rite, ritual;;3093
n-spa-1508;;el;;atractivo;;attraction, charm;;3094
n-spa-1509;;la;;frustración;;frustration;;3096
n-spa-1510;;el;;cemento;;cement, concrete;;3098
n-spa-1511;;la;;catástrofe;;catastrophe;;3099
n-spa-1512;;el;;dulce;;candy, sweets;;3100
n-spa-1513;;la;;recuperación;;recovery, recuperation;;3101
n-spa-1514;;el;;almuerzo;;lunch;;3104
n-spa-1515;;la;;uña;;nail, ﬁngernail, toenail;;3106
n-spa-1516;;el;;costo;;price, cost, expense;;3110
n-spa-1517;;el;;maniﬁesto;;manifest, clear, evident;;3111
n-spa-1518;;la;;repetición;;repetition;;3113
n-spa-1519;;el;;patrimonio;;patrimony, inheritance;;3114
n-spa-1520;;la;;estatua;;statue;;3116
n-spa-1521;;la;;decadencia;;decline, decay;;3117
n-spa-1522;;el;;enfermero;;nurse;;3122
n-spa-1523;;el;;aﬁcionado;;fan, devotee;;3125
n-spa-1524;;el;;agujero;;hole, opening;;3128
n-spa-1525;;el;;arroz;;rice;;3130
n-spa-1526;;la;;cerveza;;beer, ale;;3134
n-spa-1527;;la;;escasez;;scarcity, shortage;;3135
n-spa-1528;;el;;ministerio;;ministry;;3136
n-spa-1529;;la;;transición;;transition;;3139
n-spa-1530;;la;;negativa;;negative, denial;;3142
n-spa-1531;;la;;falda;;skirt;;3143
n-spa-1532;;el;;o la cantante;;singer;;3147
n-spa-1533;;la;;constancia;;perseverance;;3148
n-spa-1534;;el;;anillo;;ring, ring finger;;3150
n-spa-1535;;el;;balance;;evaluation, assessment; balance sheet;;3151
n-spa-1536;;el;;entendimiento;;understanding;;3152
n-spa-1537;;el;;transcurso;;passing, course, lapse;;3155
n-spa-1538;;el;;desayuno;;breakfast;;3157
n-spa-1539;;la;;alfombra;;rug, carpet, mat;;3158
n-spa-1540;;el;;o la historiador(a);;historian;;3159
n-spa-1541;;la;;ﬁcción;;ﬁction;;3165
n-spa-1542;;el;;o la jugador;;player, gambler;;3168
n-spa-1543;;el;;cartel;;poster, sign;;3169
n-spa-1544;;la;;desconﬁanza;;distrust;;3170
n-spa-1545;;la;;respiración;;respiration, breath;;3171
n-spa-1546;;la;;caña;;cane, reed;;3173
n-spa-1547;;el;;prisionero;;prisoner;;3176
n-spa-1548;;la;;turista;;tourist;;3177
n-spa-1549;;la;;abundancia;;abundance;;3178
n-spa-1550;;el;;o la asistente;;assistant;;3180
n-spa-1551;;el;;queso;;cheese;;3182
n-spa-1552;;el;;indicio;;indication, sign;;3184
n-spa-1553;;el;;cerro;;hill;;3187
n-spa-1554;;la;;galería;;gallery, balcony;;3191
n-spa-1555;;el;;engaño;;deceit, falsehood, hoax;;3192
n-spa-1556;;la;;continuidad;;continuity;;3195
n-spa-1557;;la;;receta;;recipe, prescription;;3196
n-spa-1558;;la;;conveniencia;;convenience, usefulness;;3197
n-spa-1559;;la;;carencia;;lack, shortage;;3199
n-spa-1560;;el;;cerdo;;pig, sow, slob;;3200
n-spa-1561;;el;;empeño;;insistence, determination;;3203
n-spa-1562;;la;;agresión;;aggression, attack;;3204
n-spa-1563;;la;;fortaleza;;fortress, strength;;3205
n-spa-1564;;el;;balcón;;balcony;;3207
n-spa-1565;;el;;o la observador(a);;observer;;3208
n-spa-1566;;la;;renta;;income;;3210
n-spa-1567;;la;;justiﬁcación;;justiﬁcation;;3211
n-spa-1568;;el;;enfrentamiento;;confrontation;;3212
n-spa-1569;;la;;junta;;meeting, conference, seam;;3213
n-spa-1570;;la;;trayectoria;;trajectory, path;;3215
n-spa-1571;;la;;indiferencia;;indifference;;3217
n-spa-1572;;la;;taza;;cup, bowl;;3218
n-spa-1573;;el;;vínculo;;tie, bond, link;;3219
n-spa-1574;;el;;cuaderno;;notebook, workbook;;3220
n-spa-1575;;el;;pánico;;panic;;3227
n-spa-1576;;el;;cañón;;canyon, cannon;;3229
n-spa-1577;;el;;pollo;;chicken;;3231
n-spa-1578;;la;;trascendencia;;transcendent nature;;3233
n-spa-1579;;la;;corrupción;;corruption;;3236
n-spa-1580;;la;;confesión;;confession, admission;;3237
n-spa-1581;;la;;corbata;;tie, sash;;3238
n-spa-1582;;el;;macho;;male, manliness;;3239
n-spa-1583;;la;;secuencia;;sequence;;3241
n-spa-1584;;el;;cáncer;;cancer;;3242
n-spa-1585;;el;;archivo;;archive, ﬁle, ﬁling cabinet;;3244
n-spa-1586;;el;;trámite;;procedure, step, requirement;;3246
n-spa-1587;;la;;raya;;line, ray, stripe;;3249
n-spa-1588;;el;;televisor;;television set;;3250
n-spa-1589;;la;;estabilidad;;stability;;3251
n-spa-1590;;la;;grandeza;;greatness, size;;3252
n-spa-1591;;la;;prisa;;hurry;;3253
n-spa-1592;;la;;matemática;;mathematics;;3257
n-spa-1593;;el;;demonio;;demon, devil;;3258
n-spa-1594;;la;;manga;;sleeve;;3266
n-spa-1595;;la;;seda;;silk;;3271
n-spa-1596;;la;;envidia;;envy;;3272
n-spa-1597;;la;;emergencia;;emergency;;3273
n-spa-1598;;la;;grasa;;grease, fat;;3275
n-spa-1599;;el;;o la alcalde(sa);;mayor;;3277
n-spa-1600;;el;;congreso;;congress;;3280
n-spa-1601;;el;;aplauso;;applause, praise, acclaim;;3282
n-spa-1602;;la;;prima;;female cousin, down payment;;3283
n-spa-1603;;la;;ansiedad;;anxiety;;3284
n-spa-1604;;el;;o la dirigente;;leader, director, manager;;3285
n-spa-1605;;el;;ascenso;;promotion, climb;;3286
n-spa-1606;;la;;ﬁnalidad;;purpose, aim;;3287
n-spa-1607;;la;;nostalgia;;nostalgia, homesickness;;3290
n-spa-1608;;la;;mención;;mention;;3291
n-spa-1609;;la;;aﬁción;;fondness, interest;;3292
n-spa-1610;;la;;lástima;;shame, pity;;3294
n-spa-1611;;el;;lápiz;;pencil;;3296
n-spa-1612;;el;;nido;;nest;;3298
n-spa-1613;;la;;orquesta;;orchestra, dance band;;3301
n-spa-1614;;la;;conexión;;connection, relationship;;3302
n-spa-1615;;el;;vigor;;force, strength, vigor;;3306
n-spa-1616;;el;;salario;;salary, wages;;3307
n-spa-1617;;el;;ﬁlo;;edge, cutting edge;;3309
